Serial_Number,List_Year,Date_Recorded,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Non_Use_Code,Assessor_Remarks,OPM_remarks,Location,Latitude,Longitude,exact_loc
210737,2021,1/13/2022,Bridgeport,644 COURTLAND AVE,242640,405000,0.599099994,Residential,Two Family,,,,-73.230734977 41.154399985,41.15439999,-73.23073498,"646, Courtland Avenue, 06605, Courtland Avenue, Bridgeport, CT, United States"
210203,2021,1/13/2022,Glastonbury,100 COLTON RD,546600,875000,0.624599993,Residential,Single Family,,,,-72.518860024 41.682095985,41.68209599,-72.51886002,"100, Colton Road, 06033, Colton Road, Glastonbury, CT, United States"
210498,2021,1/13/2022,Danbury,157 SHELTER ROCK RD 7,112900,260000,0.434199989,Residential,Condo,,L14113-7,,-73.418486003 41.397500993,41.39750099,-73.418486,"157, Shelter Rock, 06810, Shelter Rock, Danbury, CT, United States"
21049,2021,1/13/2022,Lebanon,95 GATES RD,161160,316000,0.50999999,Residential,Single Family,,,,-72.214323018 41.688861019,41.68886102,-72.21432302,"95, Gates Road, 06249, Gates Road, Lebanon, CT, United States"
210422,2021,1/13/2022,New Britain,20 GRANDVIEW ST,84700,160568,0.527499974,Residential,Single Family,14 - Foreclosure,,,-72.780931039 41.685495014,41.68549501,-72.78093104,"20, Grandview Street, 06053, Grandview Street, New Britain, CT, United States"
210100,2021,1/13/2022,East Hampton,182 WEST HIGH ST,123090,258000,0.476999998,Residential,Single Family,25 - Other,MULTIPLE PARCELS,,-72.529410996 41.569779991,41.56977999,-72.529411,"182, West High Street, 06424, West High Street, East Hampton, CT, United States"
210143,2021,1/13/2022,Ledyard,21 HILLSIDE DR,133140,265000,0.502399981,Residential,Single Family,,,,-72.064415026 41.429380011,41.42938001,-72.06441503,"21, Hillside Drive, 06335, Hillside Drive, Ledyard, CT, United States"
210422,2021,1/13/2022,Bristol,23 CEDAR ST + .17 VACANT LOT,151830,225000,0.674799979,Residential,Three Family,25 - Other,SALE OF MULTIPLE PARCELS,,-72.93586197 41.685468988,41.68546899,-72.93586197,"23, Cedar Street, 06010, Cedar Street, Bristol, CT, United States"
2100212,2021,1/13/2022,Naugatuck,138 RADNOR AVE,86270,210000,0.41080001,Residential,Single Family,,,,-73.053142984 41.514776014,41.51477601,-73.05314298,"138, Radnor Avenue, 06770, Radnor Avenue, Naugatuck, CT, United States"
210083,2021,1/13/2022,East Windsor,38 PROSPECT HILL RD,962410,1073970,0.896099985,Commercial,,03 - Inter Corporation,PRIDE LTD TO PRIDE REAL ESTATE,,-72.609497985 41.91777201,41.91777201,-72.60949799,"38, Prospect Hill Road, 06088, Prospect Hill Road, East Windsor, CT, United States"
210418,2021,1/13/2022,New Britain,251 BINGHAM ST,74060,137500,0.538600028,Residential,Single Family,,,,-72.758722013 41.657733983,41.65773398,-72.75872201,"251, Bingham Street, 06051, Bingham Street, New Britain, CT, United States"
210425,2021,1/13/2022,Bristol,1121 MATTHEWS ST,207830,460000,0.45180434,Residential,Single Family,,,,-72.993057982 41.68794802,41.68794802,-72.99305798,"1121, Matthews Street, 06010, Matthews Street, Bristol, CT, United States"
21128,2021,1/13/2022,Monroe,4 PEBBLE RD,262400,435000,0.603200018,Residential,Single Family,,,,-73.238614971 41.307244995,41.307245,-73.23861497,"4, Pebble Road, 06468, Pebble Road, Monroe, CT, United States"
210501,2021,1/13/2022,Danbury,6 PRINCE ST,119300,260000,0.458799988,Residential,Single Family,,H13177,,-73.464943037 41.400964983,41.40096498,-73.46494304,"6, Prince Street, 06810, Prince Street, Danbury, CT, United States"
21075,2021,1/13/2022,Burlington,4 JENNIFER LN,226170,367500,0.615400016,Residential,Single Family,,,,-72.959343033 41.750477018,41.75047702,-72.95934303,"4, Jennifer Lane, 06013, Jennifer Lane, Burlington, CT, United States"
2119856,2021,1/13/2022,Redding,4 MARCHANT RD,654600,1000000,0.654600024,Vacant Land,,,,,-73.44173788 41.31263126,41.31263126,-73.44173788,"31, Marchant Road, 06896, Marchant Road, Redding, CT, United States"
210055,2021,1/13/2022,Somers,159 MOUNTAIN VIEW RD,267300,476500,0.560899973,Residential,Single Family,,,,-72.430027021 41.969467021,41.96946702,-72.43002702,"177, Mountain View Road, 06071, Mountain View Road, Somers, CT, United States"
210550,2021,1/13/2022,Norwalk,7 FILBERT RD,226330,395500,0.5722,Residential,Single Family,,5-4-117-0,,-73.397547004 41.118648989,41.11864899,-73.397547,"7, Filbert Road, 06851, Filbert Road, Norwalk, CT, United States"
2100772,2021,1/13/2022,Stamford,72 GUTZON BORGLUM ROAD,465570,670000,0.694800019,Residential,Single Family,,,,-73.551992035 41.116314,41.116314,-73.55199204,"72, Gutzon Borglum Road, 06903, Gutzon Borglum Road, Stamford, CT, United States"
210747,2021,1/13/2022,Waterbury,114 VAIL ST,108420,275000,0.394199997,Residential,Single Family,,,,-73.053159999 41.541753002,41.541753,-73.05316,"100, Vail Street, 06708, Vail Street, Waterbury, CT, United States"
21213,2021,1/13/2022,Newtown,3 WHITE OAK FARM ROAD,370130,500000,0.740199983,Residential,Single Family,01 - Family,,,-73.304768975 41.362730009,41.36273001,-73.30476898,"3, White Oak Farm Road, 06470, White Oak Farm Road, Newtown, CT, United States"
210549,2021,1/13/2022,Norwalk,16 ROCK MEADOW RD UNIT N,142060,230000,0.617600024,Residential,Condo,,5-58-437-N,,-73.436232001 41.118000984,41.11800098,-73.436232,"16, Rockmeadow Road, 06850, Rockmeadow Road, Norwalk, CT, United States"
210318,2021,1/13/2022,Torrington,1229 WINSTED RD UNIT 111,72410,157000,0.461199999,Residential,Condo,,,,-73.100132491 41.839412198,41.8394122,-73.10013249,"1260, Winsted Road, 06790, Winsted Road, Torrington, CT, United States"
210158,2021,1/13/2022,Stonington,5 NUTMEG RD,159200,340000,0.468199998,Residential,Single Family,,,,-71.852683039 41.398562017,41.39856202,-71.85268304,"5, Nutmeg Road, 06378, Nutmeg Road, Stonington, CT, United States"
210403,2021,1/13/2022,New Haven,36 CHAMBERLAIN ST UNIT 40B,61215,155000,0.394899994,Residential,Condo,,,,-72.89584601 41.293887008,41.29388701,-72.89584601,"48-B, Chamberlain Street, 06512, Chamberlain Street, New Haven, CT, United States"
210746,2021,1/13/2022,Waterbury,390 FARMINGTON AVE,73480,180000,0.408199996,Residential,Single Family,,,,-73.045123011 41.575134015,41.57513402,-73.04512301,"390, Farmington Avenue, 06710, Farmington Avenue, Waterbury, CT, United States"
210748,2021,1/13/2022,Waterbury,110  SUNNYSIDE AVE,93960,253000,0.371300012,Apartments,,25 - Other,ESTATE LIQUIDATION,,-73.05378202 41.549531995,41.549532,-73.05378202,"110, Sunnyside Avenue, 06708, Sunnyside Avenue, Waterbury, CT, United States"
2100768,2021,1/13/2022,Stamford,50 DALE STREET,187560,360000,0.521000028,Residential,Single Family,,,,-73.519351982 41.050252994,41.05025299,-73.51935198,"50, Dale Street, 06902, Dale Street, Stamford, CT, United States"
210101,2021,1/13/2022,Suffield,45 S MAIN ST,253120,375000,0.674899995,Residential,Four Family,,,,-72.651703941 41.98045889,41.98045889,-72.65170394,"South Main Street, 06078, Suffield, United States"
210118,2021,1/13/2022,Seymour,8 MAIDEN LA,115570,177500,0.651000023,Residential,Single Family,,,,-73.137198972 41.360824006,41.36082401,-73.13719897,"8, Maiden Lane, 06483, Maiden Lane, Seymour, CT, United States"
2100372,2021,1/13/2022,Stratford,456 WILCOXSON AVENUE,161070,365000,0.441199988,Residential,Single Family,,,,-73.120234 41.207081001,41.207081,-73.120234,"456, Wilcoxson Avenue, 06614, Wilcoxson Avenue, Stratford, CT, United States"
210081,2021,1/13/2022,Tolland,25 HURLBUT,53200,27000,1.970299959,Vacant Land,,01 - Family,,,-72.405275435 41.883878902,41.8838789,-72.40527544,"26, Hurlbut Road, 06084, Hurlbut Road, Tolland, CT, United States"
210179,2021,1/13/2022,Newington,51 EAST ROBBINS AVE,141180,390000,0.361999989,Residential,Single Family,07 - Change in Property,,NEW CONSTRUCTION,-72.719090202 41.686807773,41.68680777,-72.7190902,"55, East Robbins Avenue, 06111, East Robbins Avenue, Newington, CT, United States"
2100771,2021,1/13/2022,Stamford,23 STANDISH ROAD #10C3,96110,195000,0.492799997,Residential,Condo,,,,-73.517135975 41.057907013,41.05790701,-73.51713598,"Standish Road, 06906, Stamford, Connecticut, United States"
210544,2021,1/13/2022,Southington,296 LITTLE FAWN RD,194380,360000,0.53994447,Residential,Single Family,,,,-72.888140023 41.614647983,41.61464798,-72.88814002,"296, Little Fawn Road, 06489, Little Fawn Road, Southington, CT, United States"
210547,2021,1/13/2022,Norwalk,10 YARMOUTH RD,732160,2291773,0.319473177,Residential,Single Family,07 - Change in Property,6-36-24-0,FRONT PORCH CONVERTED TO LIVING ARE PER MLS,-73.43485804 41.057954999,41.057955,-73.43485804,"10, Yarmouth Road, 06853, Yarmouth Road, Norwalk, CT, United States"
213350,2021,1/13/2022,North Haven,91 UPPER STATE ST,163690,300000,0.545599997,Residential,Single Family,,,,-72.866839009 41.402617014,41.40261701,-72.86683901,"91, Upper State Street, 06473, Upper State Street, North Haven, CT, United States"
210743,2021,1/13/2022,Waterbury,14 THEROUX AVE,75800,172000,0.440600008,Residential,Single Family,,,,-73.066267033 41.560365018,41.56036502,-73.06626703,"14, Theroux Avenue, 06708, Theroux Avenue, Waterbury, CT, United States"
210616,2021,1/13/2022,Sprague,201 WILLIMANTIC RD,95580,267000,0.357899994,Residential,Single Family,,,,-72.105172031 41.618467994,41.61846799,-72.10517203,"201, Willimantic Road, 06330, Willimantic Road, Franklin, CT, United States"
2100373,2021,1/13/2022,Stratford,530 GREENFIELD AVENUE,143990,300000,0.479900002,Residential,Single Family,,,,-73.148520995 41.207856997,41.207857,-73.148521,"530, Greenfield Avenue, 06614, Greenfield Avenue, Stratford, CT, United States"
2100767,2021,1/13/2022,Stamford,1 BROAD STREET UNIT PH33A,846885,960000,0.882099986,Residential,Condo,,,,-73.542049003 41.055134992,41.05513499,-73.542049,"1, Broad Street, 06902, Broad Street, Stamford, CT, United States"
210548,2021,1/13/2022,Norwalk,15 COUNTRY CLUB RD,320410,570000,0.562099993,Residential,Single Family,,5-8-96-0,,-73.384239978 41.124462006,41.12446201,-73.38423998,"15, Country Club Road, 06851, Country Club Road, Norwalk, CT, United States"
21121,2021,1/13/2022,Plainville,16 ADAMS WAY,291410,430000,0.677600026,Residential,Single Family,,,,-72.863944989 41.660136991,41.66013699,-72.86394499,"16, Adams Way, 06062, Adams Way, Plainville, CT, United States"
210404,2021,1/13/2022,New Haven,25 HUNTINGTON AVE,123025,270000,0.455599993,Residential,Single Family,,,,-72.889977001 41.283168984,41.28316898,-72.889977,"25, Huntington Avenue, 06512, Huntington Avenue, New Haven, CT, United States"
210201,2021,1/13/2022,South Windsor,1049 JOHN FITCH BLVD,195200,195200,1,Vacant Land,,03 - Inter Corporation,INDUSTRIAL LAND,,-72.604947618 41.833265243,41.83326524,-72.60494762,"1049, John Fitch Boulevard, 06074, John Fitch Boulevard, South Windsor, CT, United States"
210147,2021,1/13/2022,Simsbury,1340 HOPMEADOW STREET,753400,753400,1,Commercial,,21 - Personal Property Exchange,,,-72.785978035 41.901904983,41.90190498,-72.78597804,"1340, Hopmeadow Street, 06070, Hopmeadow Street, Simsbury, CT, United States"
210402,2021,1/13/2022,New Haven,529 WOODWARD AVE #D,92435,139000,0.665000021,Residential,Condo,,,,-72.895980036 41.283007004,41.283007,-72.89598004,"535, Woodward Avenue, 06512, Woodward Avenue, New Haven, CT, United States"
210316,2021,1/13/2022,Torrington,30 APTER DR,117670,242000,0.486200005,Residential,Single Family,,,,-73.101594994 41.805535016,41.80553502,-73.10159499,"30, Apter Drive, 06790, Apter Drive, Torrington, CT, United States"
210028,2021,1/13/2022,Washington,30 CALHOUN ST,311290,568000,0.547999978,Residential,Single Family,,,,-73.321767977 41.644063979,41.64406398,-73.32176798,"30, Calhoun Street, 06794, Calhoun Street, Washington, CT, United States"
210745,2021,1/13/2022,Waterbury,115 MIDLAND RD,85140,242000,0.351799995,Residential,Single Family,,,,-72.989958019 41.547590998,41.547591,-72.98995802,"115, Midland Road, 06705, Midland Road, Waterbury, CT, United States"
2100770,2021,1/13/2022,Stamford,26 COOK ROAD,676030,1475000,0.458299994,Residential,Single Family,,,,-73.546366018 41.030878015,41.03087802,-73.54636602,"26, Cook Road, 06902, Cook Road, Stamford, CT, United States"
21124,2021,1/13/2022,Plainfield,0 BLACKK HILL RD,36960,40000,0.924000025,Vacant Land,,,,,-71.945583677 41.707112321,41.70711232,-71.94558368,"Cornell Cemetery, Black Hill Road, 06332, Black Hill Road, Plainfield, CT, United States"
2100371,2021,1/13/2022,Stratford,250 ROCKWELL AVENUE,152250,301000,0.505800009,Residential,Single Family,,,,-73.141477012 41.191632986,41.19163299,-73.14147701,"250, Rockwell Avenue, 06615, Rockwell Avenue, Stratford, CT, United States"
210545,2021,1/13/2022,Southington,2 STONY CREEK RD,138000,271400,0.508474588,Residential,Single Family,25 - Other,AFFORDABLE/INCOME BASED HOUSING UNIT,,-72.893251978 41.564047021,41.56404702,-72.89325198,"1426, Meriden-Waterbury Turnpike, 06479, Meriden-Waterbury Turnpike, Southington, CT, United States"
21130,2021,1/13/2022,Stafford,92 FURNACE AVE #17,118440,235000,0.504000008,Residential,Condo,,,,-72.299197818 41.96480939,41.96480939,-72.29919782,"101, Furnace Avenue, 06076, Furnace Avenue, Stafford, CT, United States"
21069,2021,1/13/2022,Thompson,568 FABYAN RD,85500,129000,0.662699997,Residential,Single Family,,,,-71.941641016 42.011113009,42.01111301,-71.94164102,"568, Fabyan Road, 06255, Fabyan Road, Thompson, CT, United States"
210277,2021,1/13/2022,Norwich,18 CAULKINS RD,166900,300000,0.556299984,Residential,Single Family,,,,-72.084416008 41.576774983,41.57677498,-72.08441601,"18, Caulkins Road, 06360, Caulkins Road, Norwich, CT, United States"
21125,2021,1/13/2022,Plainfield,45-51 PROSPECT ST,326230,300000,1.087433338,Apartments,,,,,-71.883147805 41.712955994,41.71295599,-71.88314781,"51, Prospect Street, 06354, Prospect Street, Plainfield, CT, United States"
210200,2021,1/13/2022,South Windsor,53 MOUNTAIN DR,200500,403000,0.497500002,Residential,Condo,,,,-72.527663453 41.824349077,41.82434908,-72.52766345,"53, Mountain Drive, 06074, Mountain Drive, South Windsor, CT, United States"
210148,2021,1/13/2022,Simsbury,518 HOPMEADOW STREET,814350,814350,1,Commercial,,21 - Personal Property Exchange,,,-72.810413964 41.859783992,41.85978399,-72.81041396,"Pride, Hopmeadow Street, 06070, Hopmeadow Street, Simsbury, CT, United States"
210744,2021,1/13/2022,Waterbury,30 HIGHWOOD RD,84590,220000,0.384499997,Residential,Single Family,,,,-73.084102968 41.546204002,41.546204,-73.08410297,"30, Highwood Road, 06708, Highwood Road, Waterbury, CT, United States"
210317,2021,1/13/2022,Torrington,65 CHESTNUT HILL RD,172980,355000,0.487199992,Residential,Single Family,,,,-73.081558977 41.811206002,41.811206,-73.08155898,"65, Chestnut Hill Road, 06790, Chestnut Hill Road, Torrington, CT, United States"
210546,2021,1/13/2022,Norwalk,175 MAIN ST,161530,150000,1.076866627,Commercial,,,1-92-27-0; SATELLITE CONTROL STATION),,-73.420861016 41.125348979,41.12534898,-73.42086102,"173, Main Street, 06851, Main Street, Norwalk, CT, United States"
2100374,2021,1/13/2022,Stratford,1220 HILLSIDE AVENUE,173880,375000,0.46360001,Residential,Two Family,,,,-73.135360988 41.202275991,41.20227599,-73.13536099,"1220, Hillside Avenue, 06614, Hillside Avenue, Stratford, CT, United States"
2100774,2021,1/13/2022,Stamford,22 GLENBROOK ROAD # 415,92370,139000,0.664499998,Residential,Condo,,,,-73.529915024 41.05615398,41.05615398,-73.52991502,"22, Glenbrook Road, 06902, Glenbrook Road, Stamford, CT, United States"
2100773,2021,1/13/2022,Stamford,910 HOPE STREET UNIT 9A,133860,256000,0.522800028,Residential,Condo,,,,-73.51830701 41.090023993,41.09002399,-73.51830701,"910, Hope Street, 06907, Hope Street, Stamford, CT, United States"
210029,2021,1/13/2022,Washington,14 TINKER HILL RD,52500,170000,0.308800012,Vacant Land,,,,,-73.353522233 41.683969379,41.68396938,-73.35352223,"7, Tinker Hill Road, 06777, Tinker Hill Road, Washington, CT, United States"
210749,2021,1/13/2022,Waterbury,1 HORSESHOE DR,70340,152002,0.462700009,Residential,Single Family,11 - Court Order,,,-73.037817009 41.520445995,41.520446,-73.03781701,"1, Horseshoe Drive, 06706, Horseshoe Drive, Waterbury, CT, United States"
2100375,2021,1/13/2022,Stratford,142 VERMONT AVENUE,199990,385000,0.519400001,Residential,Single Family,,,,-73.113116004 41.15609401,41.15609401,-73.113116,"142, Vermont Avenue, 06615, Vermont Avenue, Stratford, CT, United States"
210546,2021,1/13/2022,Southington,131 PACER LN,330270,615000,0.537024379,Residential,Single Family,,,,-72.920799019 41.577214991,41.57721499,-72.92079902,"Pacer Lane, 06479, Southington, United States"
210319,2021,1/13/2022,Torrington,115 CHESTNUT HILL RD,125170,280000,0.446999997,Residential,Single Family,11 - Court Order,SALE BY PROBATE COURT ORDER,,-73.080082002 41.810954,41.810954,-73.080082,"115, Chestnut Hill Road, 06790, Chestnut Hill Road, Torrington, CT, United States"
2100769,2021,1/13/2022,Stamford,1 BROAD STREET # 17F,337280,560000,0.602199972,Residential,Condo,,,,-73.542049003 41.055134992,41.05513499,-73.542049,"1, Broad Street, 06902, Broad Street, Stamford, CT, United States"
210551,2021,1/13/2022,Norwalk,6 TOILSOME AVE,379760,699000,0.543200016,Residential,Single Family,,5-20-87-0,,-73.404266021 41.138857003,41.138857,-73.40426602,"6, Toilsome Avenue, 06851, Toilsome Avenue, Norwalk, CT, United States"
2119852,2021,1/13/2022,Redding,340 NEWTOWN TPKE,294700,700000,0.421000004,Residential,Single Family,,,,-73.358414999 41.301051984,41.30105198,-73.358415,"340, Newtown Turnpike, 06896, Newtown Turnpike, Redding, CT, United States"
210225,2021,1/13/2022,Windsor,922 WORTHY ST,106610,225000,0.473800004,Residential,Single Family,,,,-72.660239009 41.832145002,41.832145,-72.66023901,"922, Worthy Street, 06095, Worthy Street, Windsor, CT, United States"
21094,2021,1/13/2022,Wilton,38 SALEM ROAD,527170,1400000,0.37650001,Residential,Single Family,,,,-73.408488991 41.173848012,41.17384801,-73.40848899,"38, Salem Road, 06897, Salem Road, Wilton, CT, United States"
210108,2021,1/13/2022,Windsor Locks,179 ELLA GRASSO TURNPIKE,668850,668850,1,Commercial,,,,COMMERCIAL VACANT LAND,-72.669551974 41.926632017,41.92663202,-72.66955197,"179, Ella T Grasso Turnpike, 06096, Ella T Grasso Turnpike, Windsor Locks, CT, United States"
210034,2021,1/13/2022,Willington,TURNPIKE ROAD (MAP/LOT 46/023-,76710,58000,1.322586179,Vacant Land,,,,,-72.238725739 41.922921793,41.92292179,-72.23872574,"141, Turnpike Road, 06279, Turnpike Road, Willington, CT, United States"
210039,2021,1/13/2022,Woodbridge,19 NORTHROP RD,197680,342000,0.578000009,Residential,Single Family,,,,-73.033405027 41.333490997,41.333491,-73.03340503,"19, Northrop Road, 06525, Northrop Road, Woodbridge, CT, United States"
210285,2021,1/13/2022,West Haven,82 HINMAN ST,122780,290000,0.423299998,Residential,Two Family,,,,-72.957268009 41.299118992,41.29911899,-72.95726801,"82, Hinman Street, 06516, Hinman Street, West Haven, CT, United States"
210418,2021,1/12/2022,Bristol,47 INGRAHAM PL,89250,198500,0.449600011,Residential,Single Family,,,,-72.94433599 41.683208012,41.68320801,-72.94433599,"47, Ingraham Place, 06010, Ingraham Place, Bristol, CT, United States"
210082,2021,1/12/2022,Derby,21-23 ELM ST,101570,220000,0.461600006,Residential,Two Family,,,,-73.073587033 41.306955987,41.30695599,-73.07358703,"21-23, Elm Street, 06418, Elm Street, Derby, CT, United States"
210202,2021,1/12/2022,Glastonbury,493 NEIPSIC RD,396500,667200,0.594200015,Residential,Single Family,,,,-72.566370998 41.704081004,41.704081,-72.566371,"493, Neipsic Road, 06033, Neipsic Road, Glastonbury, CT, United States"
210095,2021,1/12/2022,Mansfield,22 MEADOWBROOK LA,205100,347000,0.591000021,Residential,Single Family,,,,-72.204515018 41.737800018,41.73780002,-72.20451502,"22, Meadowbrook Lane, 06250, Meadowbrook Lane, Mansfield Center, CT, United States"
210417,2021,1/12/2022,New Britain,181 FAIRWAY DR,88002,225000,0.391099989,Residential,Single Family,,,,-72.767814031 41.699582982,41.69958298,-72.76781403,"181, Fairway Drive, 06053, Fairway Drive, New Britain, CT, United States"
210081,2021,1/12/2022,Coventry,24 WALNUT TR,99600,195000,0.510699987,Residential,Single Family,,,,-72.313112967 41.764763008,41.76476301,-72.31311297,"24, Walnut Trail, 06238, Walnut Trail, Coventry, CT, United States"
210067,2021,1/12/2022,Canton,5 SHAGBARK LANE,233010,430000,0.541800022,Residential,Single Family,,,,-72.896096042 41.893932997,41.893933,-72.89609604,"5, Shagbark Lane, 06019, Shagbark Lane, Canton, CT, United States"
210141,2021,1/12/2022,Ledyard,80 AVERY HILL RD,141610,280000,0.505699992,Residential,Single Family,,,,-72.044804315 41.460117384,41.46011738,-72.04480432,"80, Avery Hill Road, 06339, Avery Hill Road, Ledyard, CT, United States"
210686,2021,1/12/2022,Middletown,65 DEERFIELD AVE,90480,185000,0.488999993,Residential,Single Family,,,,-72.638529964 41.536670007,41.53667001,-72.63852996,"65, Deerfield Avenue, 06457, Deerfield Avenue, Middletown, CT, United States"
21000072,2021,1/12/2022,Granby,9 ERIC DR,216720,362000,0.59859997,Residential,Single Family,,,,-72.78681304 42.000417994,42.00041799,-72.78681304,"9, Eric Drive, 06035, Eric Drive, Granby, CT, United States"
210415,2021,1/12/2022,New Britain,153-15B BRITTANY FARMS,87990,125000,0.70389998,Residential,Condo,,,,-72.769667193 41.711121334,41.71112133,-72.76966719,"Village Square Road, 06050, New Britain, Connecticut, United States"
21000161,2021,1/12/2022,Cheshire,246 MOUNTAIN RD,269330,490000,0.549600005,Residential,Single Family,,,,-72.929490969 41.504520002,41.50452,-72.92949097,"246, Mountain Road, 06410, Mountain Road, Cheshire, CT, United States"
210140,2021,1/12/2022,Ledyard,9 STONYBROOK RD,198240,340000,0.583000004,Residential,Single Family,,,,-72.063717987 41.458281987,41.45828199,-72.06371799,"9, Stonybrook Road, 06335, Stonybrook Road, Ledyard, CT, United States"
21151,2021,1/12/2022,Guilford,7 YORK ST,201310,330000,0.610000014,Residential,Single Family,,,,-72.689199994 41.288217991,41.28821799,-72.68919999,"7, York Street, 06437, York Street, Guilford, CT, United States"
21177,2021,1/12/2022,Farmington,7 HAWTHORNE LA,183740,365000,0.503300011,Residential,Single Family,,,,-72.843968986 41.698416011,41.69841601,-72.84396899,"5, Forest Hills Drive, 06032, Forest Hills Drive, Farmington, CT, United States"
21030,2021,1/12/2022,Canterbury,KINNE RD,41000,42500,0.964699984,Vacant Land,,,29/13,,-72.010566898 41.685916131,41.68591613,-72.0105669,"111, Kinne Road, 06331, Kinne Road, Canterbury, CT, United States"
210134,2021,1/12/2022,Bloomfield,5 CRESTVIEW DRIVE,125160,156640,0.799000025,Residential,Single Family,14 - Foreclosure,,,-72.730221028 41.832292984,41.83229298,-72.73022103,"5, Crestview Drive, 06002, Crestview Drive, Bloomfield, CT, United States"
210133,2021,1/12/2022,New Canaan,229 LOST DISTRICT DR,1257620,2150000,0.584939539,Residential,Single Family,,,,-73.544062 41.177703981,41.17770398,-73.544062,"229, Lost District Drive, 06840, Lost District Drive, New Canaan, CT, United States"
210111,2021,1/12/2022,Berlin,8 SOUTH SLOPE DR,198200,365000,0.542999983,Residential,Single Family,,,,-72.795485963 41.633604999,41.633605,-72.79548596,"8, South Slope Drive, 06037, South Slope Drive, Berlin, CT, United States"
210200,2021,1/12/2022,Branford,196 ALPS RD,241900,423000,0.571799994,Residential,Single Family,,,,-72.845529026 41.264716015,41.26471602,-72.84552903,"196, Alps Road, 06405, Alps Road, Branford, CT, United States"
210137,2021,1/12/2022,Ledyard,89 STODDARDS WHARF RD,202160,340000,0.594500005,Residential,Single Family,,,,-72.033296959 41.444021981,41.44402198,-72.03329696,"89, Stoddards Road, 06339, Stoddards Road, Ledyard, CT, United States"
210685,2021,1/12/2022,Middletown,863 RANDOLPH RD,125270,237000,0.528500021,Residential,Single Family,,,,-72.645207994 41.532243021,41.53224302,-72.64520799,"863, Randolph Road, 06457, Randolph Road, Middletown, CT, United States"
210416,2021,1/12/2022,New Britain,255 WOOSTER ST,92890,225000,0.412800014,Residential,Single Family,,,,-72.816783959 41.661253,41.661253,-72.81678396,"255, Wooster Street, 06052, Wooster Street, New Britain, CT, United States"
210068,2021,1/12/2022,Canton,28 HIGH HILL ROAD,86580,122000,0.709599972,Residential,Single Family,,,,-72.889000006 41.835041997,41.835042,-72.88900001,"28, High Hill Road, 06019, High Hill Road, Canton, CT, United States"
210496,2021,1/12/2022,Danbury,8 HARMONY ST,318400,255000,1.248600006,Commercial,,25 - Other,RATIO TOO HIGH / H14222,,-73.457886983 41.392791998,41.392792,-73.45788698,"8, Harmony Street, 06810, Harmony Street, Danbury, CT, United States"
210495,2021,1/12/2022,Danbury,4 PRESIDENT ST,201200,350000,0.574800014,Residential,Single Family,,K16164,,-73.433667977 41.384741013,41.38474101,-73.43366798,"4, President Street, 06810, President Street, Danbury, CT, United States"
21149,2021,1/12/2022,Guilford,1161 BOSTON POST RD,439200,795000,0.552399993,Commercial,,,,,-72.688750975 41.287977012,41.28797701,-72.68875098,"1161, Boston Post Road, 06437, Boston Post Road, Guilford, CT, United States"
210080,2021,1/12/2022,Coventry,312 HANNAH LN,478000,705000,0.677999973,Residential,Two Family,,,,-72.370677028 41.823224016,41.82322402,-72.37067703,"520, Broad Way, 06238, Broad Way, Coventry, CT, United States"
2121106,2021,1/12/2022,Ansonia,26 ARBOR TERR,150600,288000,0.522899985,Residential,Single Family,,,,-73.043260972 41.327232985,41.32723299,-73.04326097,"26, Arbor Terrace, 06401, Arbor Terrace, Ansonia, CT, United States"
210027,2021,1/12/2022,Goshen,49 NORTH ST,181090,425000,0.425999999,Residential,Single Family,,,,-73.228677974 41.834508992,41.83450899,-73.22867797,"49, North Street, 06756, North Street, Goshen, CT, United States"
210042,2021,1/12/2022,Bethany,106 LUKE HILL RD,325650,610000,0.533800006,Residential,Single Family,,,,-73.004415041 41.413081987,41.41308199,-73.00441504,"106, Luke Hill Road, 06524, Luke Hill Road, Bethany, CT, United States"
210363,2021,1/12/2022,Hamden,61 DANIEL RD,126420,150000,0.842800021,Residential,Single Family,08 - Part Interest,2 DEEDS; 1 PROPERTY,,-72.892802038 41.35677802,41.35677802,-72.89280204,"61, Daniel Road, 06517, Daniel Road, Hamden, CT, United States"
21000160,2021,1/12/2022,Cheshire,15 SHIRE CT,448260,799000,0.56099999,Residential,Single Family,,,,-72.937219 41.474423982,41.47442398,-72.937219,"15, Shire Court, 06410, Shire Court, Cheshire, CT, United States"
210199,2021,1/12/2022,Branford,18 PONDS,244900,475000,0.515500009,Residential,Condo,,,,-72.81344 41.28321,41.28321,-72.81344,"Rose Street, 06405, Branford, Connecticut, United States"
210132,2021,1/12/2022,Bloomfield,659 PARK AVE,146550,261000,0.561399996,Residential,Single Family,,,,-72.727674019 41.825733013,41.82573301,-72.72767402,"659, Park Avenue, 06002, Park Avenue, Bloomfield, CT, United States"
2115,2021,1/12/2022,Darien,40 MIDDLESEX RD,506170,800000,0.632700026,Residential,Single Family,,,,-73.511351037 41.077237987,41.07723799,-73.51135104,"40, Middlesex Road, 06820, Middlesex Road, Darien, CT, United States"
